X,Y,address,parcel_id,demolition_date,council_district,neighborhood,emergency_demo,street_number,street_direction,street_name,street_type,block_range,property_longitude,property_latitude,ObjectId
-83.127389,42.332646,6680 Fern,18002537,2015,6,Claytown,No,6680,,FERN,Ave,6600-6799 Fern Ave,-83.127389,42.332646,15193
-83.125732,42.325664,6895 Clayton,18001671,2015,6,Claytown,No,6895,,CLAYTON,St,6800-7099 Clayton St,-83.125732,42.325664,15709
-83.128138,42.327229,6958 Edward,18001877,2015,6,Claytown,No,6958,,EDWARD,,6800-7099 Edward,-83.128138,42.327229,16903
-83.106421,42.338974,4460 Scotten,14009636,2015,6,Chadsey Condon,No,4460,,SCOTTEN,St,4101-4498 Scotten St,-83.106421,42.338974,17074
-83.243158,42.350443,20712 Tireman,22001603,2015,7,Warrendale,No,20712,,TIREMAN,St,20700-20798 Tireman St,-83.243158,42.350443,17962
-83.244661,42.35041,20818 Tireman,22001586-7,2015,7,Warrendale,No,20818,,TIREMAN,St,20801-20899 Tireman St,-83.244661,42.35041,17982
-83.131691,42.329944,4416 Ewers,18011633,2015,6,Claytown,No,4416,,EWERS,St,4300-4511 Ewers St,-83.131691,42.329944,19205
-83.134388,42.390155,4003 Grand,14005636,2015,7,Oakman Blvd Community,No,4003,,GRAND,St,4000-4199 W Grand St,-83.134388,42.390155,20756
-83.134627,42.390065,4017 Grand,14005638,2015,7,Oakman Blvd Community,No,4017,,GRAND,St,4000-4199 W Grand St,-83.134627,42.390065,20763
-83.135502,42.390268,4054 Grand,14005704,2015,2,Oakman Blvd Community,No,4054,,GRAND,St,4000-4199 W Grand St,-83.135502,42.390268,21022
-83.133952,42.390315,3819 Grand,14005634,2015,7,Oakman Blvd Community,No,3819,,GRAND,St,3700-3999 W Grand St,-83.133952,42.390315,21400
-83.135918,42.389578,4097 Grand,14005649,2015,7,Oakman Blvd Community,No,4097,,GRAND,St,4000-4199 W Grand St,-83.135918,42.389578,23440
-83.137086,42.389667,4222 Grand,14005692,2015,2,Oakman Blvd Community,No,4222,,GRAND,St,4200-4399 W Grand St,-83.137086,42.389667,23446
-83.136434,42.388964,4216 Clements,14005587,2015,7,Oakman Blvd Community,No,4216,,CLEMENTS,St,4200-4403 Clements St,-83.136434,42.388964,23547
-83.136896,42.38879,4244 Clements,14005583,2015,7,Oakman Blvd Community,No,4244,,CLEMENTS,St,4200-4403 Clements St,-83.136896,42.38879,23556
-83.135803,42.389621,4089 Grand,14005648,2015,7,Oakman Blvd Community,No,4089,,GRAND,St,4000-4199 W Grand St,-83.135803,42.389621,24813
-83.138702,42.389056,4322 Grand,14005678,2015,2,Oakman Blvd Community,No,4322,,GRAND,St,4200-4399 W Grand St,-83.138702,42.389056,24837
-83.138817,42.389012,4328 Grand,14005677,2015,2,Oakman Blvd Community,No,4328,,GRAND,St,4200-4399 W Grand St,-83.138817,42.389012,24838
-83.015456,42.364843,3677 Helen,15009739,2015,5,Gratiot-Grand,No,3677,,HELEN,St,3600-3899 Helen St,-83.015456,42.364843,2062
-83.126117,42.325501,6925 Clayton,18001675,2015,6,Claytown,No,6925,,CLAYTON,St,6800-7099 Clayton St,-83.126117,42.325501,3847
-83.125829,42.325623,6905 Clayton,18001672,2015,6,Claytown,No,6905,,CLAYTON,St,6800-7099 Clayton St,-83.125829,42.325623,3848
-83.136498,42.403782,15360 Holmur,12012403,2015,2,Pilgrim Village,No,15360,,HOLMUR,St,15300-15399 Holmur St,-83.136498,42.403782,4272
-83.136504,42.403947,15368 Holmur,12012405,2015,2,Pilgrim Village,No,15368,,HOLMUR,St,15300-15399 Holmur St,-83.136504,42.403947,4273
-83.24342,42.352565,8237 Braile,22106029,2015,7,Warrendale,No,8237,,BRAILE,St,8200-8399 Braile St,-83.24342,42.352565,5912
-83.232996,42.350134,19549 Tireman,22001304-5,2015,7,Warrendale,No,19549,,TIREMAN,St,19500-19599 Tireman St,-83.232996,42.350134,5967
-83.131771,42.328507,4326 Freer,18011672,2015,6,Claytown,No,4326,,FREER,St,4300-4418 Freer St,-83.131771,42.328507,6448
-83.243372,42.351275,8071 Braile,22106040,2015,7,Warrendale,No,8071,,BRAILE,St,8000-8199 Braile St,-83.243372,42.351275,6843
-83.205368,42.350538,16317 Tireman,22001140-1,2015,7,Warren Ave Community,No,16317,,TIREMAN,St,16300-16399 Tireman St,-83.205368,42.350538,11787
-83.137243,42.388659,4266 Clements,14005580,2015,7,Oakman Blvd Community,No,4266,,CLEMENTS,St,4200-4403 Clements St,-83.137243,42.388659,12532
-83.137358,42.388616,4272 Clements,14005579,2015,7,Oakman Blvd Community,No,4272,,CLEMENTS,St,4200-4403 Clements St,-83.137358,42.388616,12969
-83.137076,42.388163,4273 Clements,14005548,2015,7,Oakman Blvd Community,No,4273,,CLEMENTS,St,4200-4403 Clements St,-83.137076,42.388163,12996
-83.033299,42.436629,19353 Concord,15011367,2015,3,Nortown,No,19353,,CONCORD,St,19300-19599 Concord St,-83.033299,42.436629,13476
-83.137011,42.400274,14899 Holmur,12012571,2015,2,Dexter-Fenkell,No,14899,,HOLMUR,St,14800-14999 Holmur St,-83.137011,42.400274,16620
-83.136978,42.399445,14839 Holmur,12012579,2015,2,Dexter-Fenkell,No,14839,,HOLMUR,St,14800-14999 Holmur St,-83.136978,42.399445,16729
-83.106787,42.339484,4522 Scotten,14009641,2015,6,Chadsey Condon,No,4522,,SCOTTEN,St,4501-4668 Scotten St,-83.106787,42.339484,17068
-83.243476,42.354027,8411 Braile,22106015,2015,7,Warrendale,No,8411,,BRAILE,St,8400-8599 Braile St,-83.243476,42.354027,17144
-83.137079,42.401835,15083 Holmur,12012558,2015,2,Dexter-Fenkell,No,15083,,HOLMUR,St,15000-15299 Holmur St,-83.137079,42.401835,17177
-83.243457,42.35367,8317 Braile,22106017-8,2015,7,Warrendale,No,8317,,BRAILE,St,8200-8399 Braile St,-83.243457,42.35367,18324
-83.242755,42.353676,8318 Braile,22104965.02,2015,7,Warrendale,No,8318,,BRAILE,St,8200-8399 Braile St,-83.242755,42.353676,18338
-83.242717,42.352566,8236 Braile,22104965.01,2015,7,Warrendale,No,8236,,BRAILE,St,8200-8399 Braile St,-83.242717,42.352566,18496
-83.000581,42.445951,20235 Dresden,21034813,2015,3,Conner Creek,No,20235,,DRESDEN,St,20200-20499 Dresden St,-83.000581,42.445951,18592
-83.228724,42.350662,19212 Tireman,22001712-4,2015,7,Warrendale,No,19212,,TIREMAN,St,19200-19299 Tireman St,-83.228724,42.350662,18603
-83.131115,42.32769,7182 Parkwood,18002120-1,2015,6,Claytown,No,7182,,PARKWOOD,St,7100-7299 Parkwood St,-83.131115,42.32769,19314
-83.13195,42.330308,4448 Ewers,18011638,2015,6,Claytown,No,4448,,EWERS,St,4300-4511 Ewers St,-83.13195,42.330308,21111
-83.104561,42.332949,3555 Lovett,14010858,2015,6,Chadsey Condon,No,3555,,LOVETT,St,3500-3799 Lovett St,-83.104561,42.332949,21356
-82.998879,42.422442,17142 Dresden,21034626,2015,3,Von Steuben,No,17142,,DRESDEN,St,17100-17299 Dresden St,-82.998879,42.422442,22416
-83.136937,42.398526,14775 Holmur,12012587,2015,2,Dexter-Fenkell,No,14775,,HOLMUR,St,14700-14799 Holmur St,-83.136937,42.398526,22588
-83.137127,42.388702,4256 Clements,14005581,2015,7,Oakman Blvd Community,No,4256,,CLEMENTS,St,4200-4403 Clements St,-83.137127,42.388702,23586
-83.122783,42.403759,15347 Inverness,8009940,2015,2,Pilgrim Village,No,15347,,INVERNESS,St,15300-15499 Inverness St,-83.122783,42.403759,4470
-83.122097,42.403761,15346 Inverness,8009699,2015,2,Pilgrim Village,No,15346,,INVERNESS,St,15300-15499 Inverness St,-83.122097,42.403761,4716
-83.224018,42.356488,8639 Brace,22081160-1,2015,7,Warrendale,No,8639,,BRACE,St,8600-8799 Brace St,-83.224018,42.356488,5271
-83.22318,42.354592,8426 Brace,22081003,2015,7,Warrendale,No,8426,,BRACE,St,8400-8599 Brace St,-83.22318,42.354592,5287
-83.223903,42.353986,8319 Brace,22081183,2015,7,Warrendale,No,8319,,BRACE,St,8200-8399 Brace St,-83.223903,42.353986,5290
-83.223947,42.355289,8481 Brace,22081171-2,2015,7,Warrendale,No,8481,,BRACE,St,8400-8599 Brace St,-83.223947,42.355289,5933
-83.223079,42.351962,8096 Brace,22080980,2015,7,Warrendale,No,8096,,BRACE,St,8000-8199 Brace St,-83.223079,42.351962,5982
-82.959388,42.378154,2587 Gray,21048758,2015,4,Riverbend,No,2587,,GRAY,St,2500-2899 Gray St,-82.959388,42.378154,7088
-83.038854,42.409767,11682 St Louis,13011156,2015,3,Buffalo Charles,No,11682,,ST LOUIS,St,11600-11799 Saint Louis St,-83.038854,42.409767,11038
-83.136153,42.388513,4217 Clements,14005540,2015,7,Oakman Blvd Community,No,4217,,CLEMENTS,St,4200-4403 Clements St,-83.136153,42.388513,12960
-83.137306,42.388076,4287 Clements,14005550,2015,7,Oakman Blvd Community,No,4287,,CLEMENTS,St,4200-4403 Clements St,-83.137306,42.388076,12967
-83.137191,42.388119,4279 Clements,14005549,2015,7,Oakman Blvd Community,No,4279,,CLEMENTS,St,4200-4403 Clements St,-83.137191,42.388119,12997
-82.996518,42.424602,17238 Hamburg,21033701,2015,3,Von Steuben,No,17238,,HAMBURG,St,17100-17299 Hamburg St,-82.996518,42.424602,13886
-83.12209,42.403637,15336 INVERNESS,08009697-8,2015,2,Pilgrim Village,No,15336,,INVERNESS,St,15300-15499 Inverness St,-83.12209,42.403637,16208
-83.223249,42.35648,8634 Brace,22081022,2015,7,Warrendale,No,8634,,BRACE,St,8600-8799 Brace St,-83.223249,42.35648,16750
-83.223188,42.354811,8442 Brace,22081006,2015,7,Warrendale,No,8442,,BRACE,St,8400-8599 Brace St,-83.223188,42.354811,18255
-83.137883,42.387857,4321 Clements,14005555,2015,7,Oakman Blvd Community,No,4321,,CLEMENTS,St,4200-4403 Clements St,-83.137883,42.387857,12998
-83.138512,42.388179,4342 Clements,14005569,2015,7,Oakman Blvd Community,No,4342,,CLEMENTS,St,4200-4403 Clements St,-83.138512,42.388179,23825
-83.138397,42.388223,4336 Clements_RETIRED,14005570,2015,7,Oakman Blvd Community,No,4336,,CLEMENTS,St,4200-4403 Clements St,-83.138397,42.388223,25238
-83.125712,42.39296,2908 Clements,12004605,2015,2,Oakman Blvd Community,No,2908,,CLEMENTS,St,2900-3199 Clements St,-83.125712,42.39296,6040
-83.044964,42.416973,13507 Syracuse,13013949,2015,3,Davison,No,13507,,SYRACUSE,St,13400-13699 Syracuse St,-83.044964,42.416973,9676
-83.045633,42.444919,20231 Albany St,13013447,2015,3,Farwell,No,20231,,ALBANY ST,St,20200-20499 Albany St,-83.045633,42.444919,11206
-83.123454,42.393238,2653 Clements,10004248,2015,2,Oakman Blvd Community,No,2653,,CLEMENTS,St,2600-2899 Clements St,-83.123454,42.393238,19393
-83.046553,42.428318,18412 Caldwell,13014239-40,2015,3,Krainz Woods,No,18412,,CALDWELL,St,18400-18599 Caldwell St,-83.046553,42.428318,20436
-83.04027,42.418298,13768 Dwyer,13011722,2015,3,Davison,No,13768,,DWYER,St,13700-17099 Dwyer St,-83.04027,42.418298,22111
-83.124584,42.39337,2704 Clements,10004268,2015,2,Oakman Blvd Community,No,2704,,CLEMENTS,St,2600-2899 Clements St,-83.124584,42.39337,22119
-83.249703,42.422271,17733 Trinity,22108680,2015,1,Holcomb Community,No,17733,,TRINITY,St,17500-18299 Trinity St,-83.249703,42.422271,22464
-83.245062,42.351726,8104 Burt Rd,22107290,2015,7,Warrendale,No,8104,,BURT RD,Rd,8000-8199 Burt Rd,-83.245062,42.351726,5484
-83.226558,42.343762,7228 Warwick,22085745,2015,7,Warrendale,No,7228,,WARWICK,St,7200-7599 Warwick St,-83.226558,42.343762,5587
-83.072122,42.443244,20141 Charest,13023629-30,2015,3,Butler,No,20141,,CHAREST,St,20100-20399 Charest St,-83.072122,42.443244,6561
-83.245166,42.353885,8400 Burt Rd,22107307,2015,7,Warrendale,No,8400,,BURT RD,Rd,8400-8599 Burt Rd,-83.245166,42.353885,6696
-83.245867,42.353869,8403 Burt Rd,22108225,2015,7,Warrendale,No,8403,,BURT RD,Rd,8400-8599 Burt Rd,-83.245867,42.353869,6707
-83.245768,42.351601,8097 Burt Rd,22108243,2015,7,Warrendale,No,8097,,BURT RD,Rd,8000-8199 Burt Rd,-83.245768,42.351601,6890
-83.132238,42.390544,3730 Clements,14005620,2015,7,Oakman Blvd Community,No,3730,,CLEMENTS,St,3700-3999 Clements St,-83.132238,42.390544,8239
-83.236859,42.36122,9200 Vaughan,22097461,2015,7,Franklin Park,No,9200,,VAUGHAN,St,9200-9299 Vaughan St,-83.236859,42.36122,13726
-83.237588,42.362644,9271 Vaughan,22098515,2015,7,Franklin Park,No,9271,,VAUGHAN,St,9200-9299 Vaughan St,-83.237588,42.362644,13735
-83.245057,42.351616,8096 Burt Rd,22107289,2015,7,Warrendale,No,8096,,BURT RD,Rd,8000-8199 Burt Rd,-83.245057,42.351616,18317
-83.10081,42.34101,4463 Roosevelt,14008458,2015,6,Chadsey Condon,No,4463,,ROOSEVELT,St,4400-4799 Roosevelt St,-83.10081,42.34101,18322
-83.245752,42.351272,8075 Burt Rd,22108246,2015,7,Warrendale,No,8075,,BURT RD,Rd,8000-8199 Burt Rd,-83.245752,42.351272,18323
-83.128942,42.328269,6957 Parkwood,18002052,2015,6,Claytown,No,6957,,PARKWOOD,St,6800-7099 Parkwood St,-83.128942,42.328269,22595
-83.091325,42.335652,3399 Williams,12007186,2015,6,Chadsey Condon,No,3399,,WILLIAMS,St,3300-3499 Williams St,-83.091325,42.335652,22889
-83.236862,42.359016,8896 Vaughan,22097441,2015,7,Franklin Park,No,8896,,VAUGHAN,St,8800-8999 Vaughan St,-83.236862,42.359016,74
-82.971687,42.445533,14685 Eastburn,21025779,2015,3,Mohican Regent,No,14685,,EASTBURN,St,14600-14759 Eastburn St,-82.971687,42.445533,536
-83.237576,42.360479,9081 Vaughan,22098536,2015,7,Franklin Park,No,9081,,VAUGHAN,St,9000-9199 Vaughan St,-83.237576,42.360479,848
-83.237577,42.360671,9093 Vaughan,22098534,2015,7,Franklin Park,No,9093,,VAUGHAN,St,9000-9199 Vaughan St,-83.237577,42.360671,856
-83.258776,42.394627,14610 Dolphin,22114758-60,2015,1,Brightmoor,No,14610,,DOLPHIN,St,14500-14799 Dolphin St,-83.258776,42.394627,2337
-83.260058,42.397075,14918 Dacosta,22115594,2015,1,Brightmoor,No,14918,,DACOSTA,St,14800-14999 Dacosta St,-83.260058,42.397075,2412
-83.057828,42.439534,19694 Eureka,13018411,2015,3,Farwell,No,19694,,EUREKA,St,19600-19899 Eureka St,-83.057828,42.439534,6303
-83.133075,42.330323,4480 Freer,18011697,2015,6,Claytown,No,4480,,FREER,St,4401-4539 Freer St,-83.133075,42.330323,6393
-83.132053,42.390062,3737 Clements,14005508,2015,7,Oakman Blvd Community,No,3737,,CLEMENTS,St,3700-3999 Clements St,-83.132053,42.390062,8243
-83.132691,42.390375,3756 Clements,14005616,2015,7,Oakman Blvd Community,No,3756,,CLEMENTS,St,3700-3999 Clements St,-83.132691,42.390375,8259
-83.132922,42.390288,3770 Clements,14005614,2015,7,Oakman Blvd Community,No,3770,,CLEMENTS,St,3700-3999 Clements St,-83.132922,42.390288,8262
-83.018317,42.414887,8313 Almont,17003686,2015,3,Airport Sub,No,8313,,ALMONT,St,8300-8467 Almont St,-83.018317,42.414887,11101
-83.237557,42.358233,8841 Vaughan,22098558,2015,7,Franklin Park,No,8841,,VAUGHAN,St,8800-8999 Vaughan St,-83.237557,42.358233,13056
-83.236862,42.35892,8890 Vaughan,22097440,2015,7,Franklin Park,No,8890,,VAUGHAN,St,8800-8999 Vaughan St,-83.236862,42.35892,13774
-83.237555,42.358137,8835 Vaughan,22098559,2015,7,Franklin Park,No,8835,,VAUGHAN,St,8800-8999 Vaughan St,-83.237555,42.358137,13780
-83.257612,42.395294,14654 Rockdale,22114157,2015,1,Brightmoor,No,14654,,ROCKDALE,St,14500-14799 Rockdale St,-83.257612,42.395294,15032
-83.260051,42.396877,14902 Dacosta,22115592,2015,1,Brightmoor,No,14902,,DACOSTA,St,14800-14999 Dacosta St,-83.260051,42.396877,15856
-83.226691,42.347049,7604 Warwick,22085773,2015,7,Warrendale,No,7604,,WARWICK,St,7600-7999 Warwick St,-83.226691,42.347049,18237
-83.226578,42.344342,7270 Warwick,22085750,2015,7,Warrendale,No,7270,,WARWICK,St,7200-7599 Warwick St,-83.226578,42.344342,18803
-83.226889,42.352386,8200 Warwick,22085812,2015,7,Warrendale,No,8200,,WARWICK,St,8200-8399 Warwick St,-83.226889,42.352386,19206
-83.266469,42.418465,17401 Beaverland,22118530,2015,1,Oak Grove,No,17401,,BEAVERLAND,St,17149-17699 Beaverland St,-83.266469,42.418465,20327
-83.131927,42.328726,4342 Freer,18011675,2015,6,Claytown,No,4342,,FREER,St,4300-4418 Freer St,-83.131927,42.328726,21913
-83.077424,42.337313,2029 Elm,8000781,2015,6,North Corktown,No,2029,,ELM,St,2000-2099 Elm St,-83.077424,42.337313,25477
-83.122429,42.36174,8539 W Grand River,16004863,2015,5,Petoskey-Otsego,No,8539,W,GRAND RIVER,Ave,8501-8599 Grand River Ave,-83.122429,42.36174,25514
-83.026392,42.433261,7555 E Brentwood,15004840,2015,3,Grant,No,7555,E,BRENTWOOD,St,7500-7999 E Brentwood St,-83.026392,42.433261,5638
-83.266261,42.417232,17314 Beaverland,22118456,2015,1,Oak Grove,No,17314,,BEAVERLAND,St,17149-17699 Beaverland St,-83.266261,42.417232,8397
-83.134107,42.389289,4017 Clements,14005524,2015,7,Oakman Blvd Community,No,4017,,CLEMENTS,St,4000-4199 Clements St,-83.134107,42.389289,8420
-83.099981,42.435379,19330 Keating,9023838,2015,3,Nolan,No,19330,,KEATING,St,19300-19599 Keating St,-83.099981,42.435379,10613
-83.13551,42.388752,4101 Clements,14005536,2015,7,Oakman Blvd Community,No,4101,,CLEMENTS,St,4000-4199 Clements St,-83.13551,42.388752,12915
-83.135689,42.389246,4094 Clements,14005592,2015,7,Oakman Blvd Community,No,4094,,CLEMENTS,St,4000-4199 Clements St,-83.135689,42.389246,12918
-83.222998,42.347783,7654 Brace,22080944,2015,7,Warrendale,No,7654,,BRACE,St,7600-7999 Brace St,-83.222998,42.347783,19401
-83.075222,42.431847,18897 Anglin,9012095,2015,3,Northeast Central District,No,18897,,ANGLIN,St,18800-19099 Anglin St,-83.075222,42.431847,20999
-83.134278,42.389778,4010 Clements,14005604,2015,7,Oakman Blvd Community,No,4010,,CLEMENTS,St,4000-4199 Clements St,-83.134278,42.389778,21094
-83.254634,42.424488,21468 Pickford,22015542,2015,1,Holcomb Community,No,21468,,PICKFORD,St,21400-21599 Pickford St,-83.254634,42.424488,22635
-83.251948,42.424519,21226 Pickford,22015557,2015,1,Holcomb Community,No,21226,,PICKFORD,St,21100-21399 Pickford St,-83.251948,42.424519,22927
-83.083428,42.42633,18074 Marx,9017154,2015,3,Northeast Central District,No,18074,,MARX,St,18000-18499 Marx St,-83.083428,42.42633,7980
-83.09776,42.433995,19208 Irvington,9023261,2015,3,Nolan,No,19208,,IRVINGTON,St,19100-19299 Irvington St,-83.09776,42.433995,9820
-82.94593,42.384051,2647 Alter,21063145,2015,4,Riverbend,No,2647,,ALTER,Rd,2500-2899 Alter Rd,-82.94593,42.384051,12872
-83.242989,42.362931,9300 Braile,22105013-4,2015,7,Franklin Park,No,9300,,BRAILE,St,9300-9499 Braile St,-83.242989,42.362931,13336
-83.242993,42.363097,9320 Braile,22105015,2015,7,Franklin Park,No,9320,,BRAILE,St,9300-9499 Braile St,-83.242993,42.363097,13437
-83.251563,42.420802,17633 Westbrook,22110059,2015,1,Holcomb Community,No,17633,,WESTBROOK,St,17500-18783 Westbrook St,-83.251563,42.420802,22470
-83.251644,42.421884,17715 Westbrook,22110051.002L,2015,1,Holcomb Community,No,17715,,WESTBROOK,St,17500-18783 Westbrook St,-83.251644,42.421884,22734
-83.251573,42.420939,17643 Westbrook,22110058,2015,1,Holcomb Community,No,17643,,WESTBROOK,St,17500-18783 Westbrook St,-83.251573,42.420939,22864
-83.224088,42.359354,8909 Brace,22081140-1,2015,7,Franklin Park,No,8909,,BRACE,St,8800-8999 Brace St,-83.224088,42.359354,538
-83.025189,42.428898,7611 Stockton,15004555,2015,3,Grant,No,7611,,STOCKTON,St,7500-7999 Stockton St,-83.025189,42.428898,631
-83.259364,42.391794,14377 Dolphin,22115057,2015,1,Brightmoor,No,14377,,DOLPHIN,St,14300-14499 Dolphin St,-83.259364,42.391794,5924
-83.259478,42.395511,14801 Dolphin,22115029,2015,1,Brightmoor,No,14801,,DOLPHIN,St,14800-14999 Dolphin St,-83.259478,42.395511,5941
-83.230533,42.35279,8236 Westwood,22089278,2015,7,Warrendale,No,8236,,WESTWOOD,,8200-8399 Westwood,-83.230533,42.35279,6412
-83.261385,42.434652,19705 Houghton,22115436.01,2015,1,Berg-Lahser,No,19705,,HOUGHTON,St,19700-19899 Houghton St,-83.261385,42.434652,7062
-83.132575,42.390417,3750 Clements,14005617,2015,7,Oakman Blvd Community,No,3750,,CLEMENTS,St,3700-3999 Clements St,-83.132575,42.390417,8254
-82.996827,42.420758,12707 Strasburg,21034515,2015,4,LaSalle College Park,No,12707,,STRASBURG,St,12600-17099 Strasburg St,-82.996827,42.420758,12477
-83.237478,42.356642,8665 Vaughan,22098565,2015,7,Warrendale,No,8665,,VAUGHAN,St,8600-8799 Vaughan St,-83.237478,42.356642,14110
-83.237454,42.356042,8621 Vaughan,22098571,2015,7,Warrendale,No,8621,,VAUGHAN,St,8600-8799 Vaughan St,-83.237454,42.356042,14114
-83.236791,42.356822,8674 Vaughan,22097428,2015,7,Warrendale,No,8674,,VAUGHAN,St,8600-8799 Vaughan St,-83.236791,42.356822,14138
-83.02142,42.431636,8140 E Robinwood,17004682,2015,3,Mount Olivet,No,8140,E,ROBINWOOD,St,8000-8199 E Robinwood St,-83.02142,42.431636,18632
-83.260615,42.432337,19324 Houghton,22115382,2015,1,Berg-Lahser,No,19324,,HOUGHTON,St,19100-19399 Houghton St,-83.260615,42.432337,19454
-83.230502,42.351955,8104 Westwood,22089272,2015,7,Warrendale,No,8104,,WESTWOOD,,8000-8199 Westwood,-83.230502,42.351955,21138
-83.262565,42.397027,14916 Chatham,22116895-6,2015,1,Brightmoor,No,14916,,CHATHAM,St,14800-14999 Chatham St,-83.262565,42.397027,3433
-83.231203,42.351971,8105 Westwood,22090209,2015,7,Warrendale,No,8105,,WESTWOOD,,8000-8199 Westwood,-83.231203,42.351971,6403
-83.245209,42.354872,8474 Burt Rd,22107316,2015,7,Warrendale,No,8474,,BURT RD,Rd,8400-8599 Burt Rd,-83.245209,42.354872,6532
-83.250269,42.424498,21134 Pickford,22015565,2015,1,Holcomb Community,No,21134,,PICKFORD,St,21100-21399 Pickford St,-83.250269,42.424498,9625
-83.249708,42.4245,21100 Pickford,22015565.007L,2015,1,Holcomb Community,No,21100,,PICKFORD,St,21100-21399 Pickford St,-83.249708,42.4245,9637
-83.250856,42.424031,21165 Pickford,22015473,2015,1,Holcomb Community,No,21165,,PICKFORD,St,21100-21399 Pickford St,-83.250856,42.424031,9827
-83.109477,42.430755,514 W Hollywood,1006723,2015,2,Grixdale Farms,No,514,W,HOLLYWOOD,Ave,400-743 W Hollywood Ave,-83.109477,42.430755,10226
-83.239741,42.351631,8091 Stout,22102109,2015,7,Warrendale,No,8091,,STOUT,St,8000-8199 Stout St,-83.239741,42.351631,16491
-83.230699,42.340086,6733 Westwood,22090305,2015,7,Warrendale,No,6733,,WESTWOOD,,6700-7199 Westwood,-83.230699,42.340086,16598
-83.23664,42.353524,8296 Vaughan,22097397,2015,7,Warrendale,No,8296,,VAUGHAN,St,8200-8399 Vaughan St,-83.23664,42.353524,17567
-83.245763,42.351491,8089 Burt Rd,22108244,2015,7,Warrendale,No,8089,,BURT RD,Rd,8000-8199 Burt Rd,-83.245763,42.351491,18569
-83.237279,42.351772,8097 Vaughan_RETIRED,22098590.02,2015,7,Warrendale,No,8097,,VAUGHAN,St,8000-8199 Vaughan St,-83.237279,42.351772,18677
-83.237379,42.354036,8403 Vaughan,22098589.002L,2015,7,Warrendale,No,8403,,VAUGHAN,St,8400-8599 Vaughan St,-83.237379,42.354036,18750
-83.25645,42.424327,18406 Greydale,22112716,2015,1,Holcomb Community,No,18406,,GREYDALE,Ave,18400-18499 Greydale Ave,-83.25645,42.424327,22127
-83.230034,42.340199,6740 Westwood,22089185,2015,7,Warrendale,No,6740,,WESTWOOD,,6700-7199 Westwood,-83.230034,42.340199,3214
-83.236158,42.34068,6782 Vaughan,22097293,2015,7,Warrendale,No,6782,,VAUGHAN,St,6700-7199 Vaughan St,-83.236158,42.34068,3777
-83.236839,42.340191,6745 Vaughan,22098671,2015,7,Warrendale,No,6745,,VAUGHAN,St,6700-7199 Vaughan St,-83.236839,42.340191,6388
-83.231829,42.426901,19246 Margareta,22015754,2015,1,Evergreen-Outer Drive,No,19246,,MARGARETA,St,19200-19299 Margareta St,-83.231829,42.426901,6877
-83.232197,42.426895,19300 Margareta,22015753,2015,1,Evergreen-Outer Drive,No,19300,,MARGARETA,St,19300-19320 Margareta St,-83.232197,42.426895,7707
-83.046364,42.418753,5612 E Mcnichols,13007097-8,2015,3,Davison,No,5612,E,MCNICHOLS,Rd,5601-5628 E McNichols Rd,-83.046364,42.418753,9615
-83.231785,42.373994,11737 Westwood,22090040,2015,7,Weatherby,No,11737,,WESTWOOD,,11600-11999 Westwood,-83.231785,42.373994,14077
-83.237205,42.373456,11700 Vaughan,22097550-1,2015,7,Weatherby,No,11700,,VAUGHAN,St,11600-11999 Vaughan St,-83.237205,42.373456,15368
-83.236033,42.337319,6404 Vaughan,22097260,2015,7,Warrendale,No,6404,,VAUGHAN,St,6300-6699 Vaughan St,-83.236033,42.337319,15994
-83.070662,42.38264,8637 Oakland,3002299,2015,5,North End,No,8637,,OAKLAND,St,8600-8699 Oakland St,-83.070662,42.38264,16022
-83.134817,42.389017,4059 Clements,14005530,2015,7,Oakman Blvd Community,No,4059,,CLEMENTS,St,4000-4199 Clements St,-83.134817,42.389017,16380
-83.10523,42.38171,1994 Glynn Ct,8003173,2015,5,Dexter-Linwood,No,1994,,GLYNN CT,Ct,1900-2199 Glynn Ct,-83.10523,42.38171,17710
-83.236194,42.34164,6850 Vaughan,22097303,2015,7,Warrendale,No,6850,,VAUGHAN,St,6700-7199 Vaughan St,-83.236194,42.34164,19649
-83.045956,42.418761,5636 E Mcnichols,13007092,2015,3,Davison,No,5636,E,MCNICHOLS,Rd,5615-5698 E McNichols Rd,-83.045956,42.418761,21850
-83.246584,42.35985,9046 Trinity,22108321,2015,7,Franklin Park,No,9046,,TRINITY,St,9000-9199 Trinity St,-83.246584,42.35985,511
-82.963602,42.401991,5901 Chalmers,21055929,2015,4,Chandler Park-Chalmers,No,5901,,CHALMERS,St,5900-5999 Chalmers St,-82.963602,42.401991,1188
-83.237218,42.373802,11728 Vaughan,22097554,2015,7,Weatherby,No,11728,,VAUGHAN,St,11600-11999 Vaughan St,-83.237218,42.373802,1754
-83.120718,42.41008,2101 Puritan,08005194-6,2015,2,Pilgrim Village,Yes,2101,,PURITAN,St,2016-2199 Puritan St,-83.120718,42.41008,4550
-82.984715,42.386705,11200 E Warren,21002604,2015,4,West End,No,11200,E,WARREN,Ave,11100-11249 E Warren Ave,-82.984715,42.386705,5798
-83.124465,42.393414,2696 Clements,10004269,2015,2,Oakman Blvd Community,No,2696,,CLEMENTS,St,2600-2899 Clements St,-83.124465,42.393414,6014
